geo_type,geography,year,category,percent
SU/District,Windham Southwest SU,2019,Boys,0.929
SU/District,Windham Southwest SU,2019,Girls,1
SU/District,Windham Southwest SU,2019,Free and Reduced Lunch Eligible,0.944
SU/District,Windham Southwest SU,2019,Not Free and Reduced Lunch Eligible,0.952
SU/District,Windham Southwest SU,2019,Attended Publicly Funded PreK,0.964
SU/District,Windham Southwest SU,2019,Did Not Attend Publicly Funded PreK,0.909
SU/District,Windsor Central,2019,,0.706
SU/District,Windsor Central,2019,All Students Surveyed,0.787
SU/District,Windsor Central,2019,Boys,0.714
SU/District,Windsor Central,2019,Girls,0.895
SU/District,Windsor Central,2019,Free and Reduced Lunch Eligible,0.706
SU/District,Windsor Central,2019,Not Free and Reduced Lunch Eligible,0.833
SU/District,Windsor Central,2019,Attended Publicly Funded PreK,0.8
SU/District,Windsor Central,2019,Did Not Attend Publicly Funded PreK,0.714
SU/District,Windsor Southeast SU,2019,,0.625
SU/District,Windsor Southeast SU,2019,All Students Surveyed,0.766
SU/District,Windsor Southeast SU,2019,Boys,0.724
SU/District,Windsor Southeast SU,2019,Girls,0.816
SU/District,Windsor Southeast SU,2019,Free and Reduced Lunch Eligible,0.625
SU/District,Windsor Southeast SU,2019,Not Free and Reduced Lunch Eligible,0.881
SU/District,Windsor Southeast SU,2019,Attended Publicly Funded PreK,0.806
SU/District,Windsor Southeast SU,2019,Did Not Attend Publicly Funded PreK,0.7
SU/District,Winooski SD,2019,,0.743
SU/District,Winooski SD,2019,All Students Surveyed,0.79
SU/District,Winooski SD,2019,Boys,0.727
SU/District,Winooski SD,2019,Girls,0.862
SU/District,Winooski SD,2019,Free and Reduced Lunch Eligible,0.743
SU/District,Winooski SD,2019,Not Free and Reduced Lunch Eligible,0.852
SU/District,Winooski SD,2019,Attended Publicly Funded PreK,0.771
SU/District,Winooski SD,2019,Did Not Attend Publicly Funded PreK,0.857
State,Vermont,2020,,0.756
State,Vermont,2020,1-Not yet ready,0.06
State,Vermont,2020,2-Approaching ready,0.11
State,Vermont,2020,3-Ready and practicing,0.24
State,Vermont,2020,4-Ready and performing independently,0.6
State,Vermont,2020,Total of all students statewide identified as ready,0.84
State,Vermont,2020,All Students Surveyed,0.84
State,Vermont,2020,Boys,0.796
State,Vermont,2020,Girls,0.887
State,Vermont,2020,Free and Reduced Lunch Eligible,0.756
State,Vermont,2020,Not Free and Reduced Lunch Eligible,0.886
State,Vermont,2020,Attended Publicly Funded PreK,0.847
State,Vermont,2020,Did Not Attend Publicly Funded PreK,0.825
SU/District,Addison Central SD,2020,,0.895
SU/District,Addison Central SD,2020,All Students Surveyed,0.916
SU/District,Addison Central SD,2020,Boys,0.882
SU/District,Addison Central SD,2020,Girls,0.961
SU/District,Addison Central SD,2020,Free and Reduced Lunch Eligible,0.895
SU/District,Addison Central SD,2020,Not Free and Reduced Lunch Eligible,0.926
SU/District,Addison Central SD,2020,Attended Publicly Funded PreK,0.931
SU/District,Addison Central SD,2020,Did Not Attend Publicly Funded PreK,0.875
SU/District,Addison Northwest SD,2020,,0.75
SU/District,Addison Northwest SD,2020,All Students Surveyed,0.844
SU/District,Addison Northwest SD,2020,Boys,0.769
SU/District,Addison Northwest SD,2020,Girls,0.895
SU/District,Addison Northwest SD,2020,Free and Reduced Lunch Eligible,0.75
SU/District,Addison Northwest SD,2020,Not Free and Reduced Lunch Eligible,0.9
SU/District,Addison Northwest SD,2020,Attended Publicly Funded PreK,0.783
SU/District,Addison Northwest SD,2020,Did Not Attend Publicly Funded PreK,1
SU/District,Addison Rutland SU,2020,,0.808
SU/District,Addison Rutland SU,2020,All Students Surveyed,0.842
SU/District,Addison Rutland SU,2020,Boys,0.759
SU/District,Addison Rutland SU,2020,Girls,0.929
SU/District,Addison Rutland SU,2020,Free and Reduced Lunch Eligible,0.808
SU/District,Addison Rutland SU,2020,Not Free and Reduced Lunch Eligible,0.871
SU/District,Addison Rutland SU,2020,Attended Publicly Funded PreK,0.893
SU/District,Addison Rutland SU,2020,Did Not Attend Publicly Funded PreK,0.793
SU/District,Barre SU,2020,,0.686
SU/District,Barre SU,2020,All Students Surveyed,0.804
SU/District,Barre SU,2020,Boys,0.744
SU/District,Barre SU,2020,Girls,0.897
SU/District,Barre SU,2020,Free and Reduced Lunch Eligible,0.686
SU/District,Barre SU,2020,Not Free and Reduced Lunch Eligible,0.686
SU/District,Barre SU,2020,Attended Publicly Funded PreK,0.779
SU/District,Barre SU,2020,Did Not Attend Publicly Funded PreK,0.839
SU/District,Battenkill Valley SU,2020,,0.727
SU/District,Battenkill Valley SU,2020,All Students Surveyed,0.733
SU/District,Battenkill Valley SU,2020,Boys,0.706
SU/District,Battenkill Valley SU,2020,Girls,0.769
SU/District,Battenkill Valley SU,2020,Free and Reduced Lunch Eligible,0.727
SU/District,Battenkill Valley SU,2020,Not Free and Reduced Lunch Eligible,0.737
SU/District,Battenkill Valley SU,2020,Attended Publicly Funded PreK,0.727
SU/District,Battenkill Valley SU,2020,Did Not Attend Publicly Funded PreK,0.75
SU/District,Bennington Rutland SU,2020,,0.826
SU/District,Bennington Rutland SU,2020,All Students Surveyed,0.889
SU/District,Bennington Rutland SU,2020,Boys,0.897
SU/District,Bennington Rutland SU,2020,Girls,0.882
SU/District,Bennington Rutland SU,2020,Free and Reduced Lunch Eligible,0.826
SU/District,Bennington Rutland SU,2020,Not Free and Reduced Lunch Eligible,0.925
SU/District,Bennington Rutland SU,2020,Attended Publicly Funded PreK,0.897
SU/District,Bennington Rutland SU,2020,Did Not Attend Publicly Funded PreK,0.872
SU/District,Burlington SD,2020,,0.609
SU/District,Burlington SD,2020,All Students Surveyed,0.769
SU/District,Burlington SD,2020,Boys,0.778
SU/District,Burlington SD,2020,Girls,0.761
SU/District,Burlington SD,2020,Free and Reduced Lunch Eligible,0.609
SU/District,Burlington SD,2020,Not Free and Reduced Lunch Eligible,0.933
SU/District,Burlington SD,2020,Attended Publicly Funded PreK,0.807
SU/District,Burlington SD,2020,Did Not Attend Publicly Funded PreK,0.706
SU/District,Caledonia Central SU,2020,,0.722
SU/District,Caledonia Central SU,2020,All Students Surveyed,0.797
SU/District,Caledonia Central SU,2020,Boys,0.735
SU/District,Caledonia Central SU,2020,Girls,0.867
SU/District,Caledonia Central SU,2020,Free and Reduced Lunch Eligible,0.722
SU/District,Caledonia Central SU,2020,Not Free and Reduced Lunch Eligible,0.826
SU/District,Caledonia Central SU,2020,Attended Publicly Funded PreK,0.756
SU/District,Caledonia Central SU,2020,Did Not Attend Publicly Funded PreK,0.895
SU/District,Central Vermont SU,2020,,0.711
SU/District,Central Vermont SU,2020,All Students Surveyed,0.733
SU/District,Central Vermont SU,2020,Boys,0.686
SU/District,Central Vermont SU,2020,Girls,0.775
SU/District,Central Vermont SU,2020,Free and Reduced Lunch Eligible,0.711
SU/District,Central Vermont SU,2020,Not Free and Reduced Lunch Eligible,0.757
SU/District,Central Vermont SU,2020,Attended Publicly Funded PreK,0.795
SU/District,Central Vermont SU,2020,Did Not Attend Publicly Funded PreK,0.667
SU/District,Champlain Valley SD,2020,,0.846
SU/District,Champlain Valley SD,2020,All Students Surveyed,0.939
SU/District,Champlain Valley SD,2020,Boys,0.938
SU/District,Champlain Valley SD,2020,Girls,0.941
SU/District,Champlain Valley SD,2020,Free and Reduced Lunch Eligible,0.846
SU/District,Champlain Valley SD,2020,Not Free and Reduced Lunch Eligible,0.951
SU/District,Champlain Valley SD,2020,Attended Publicly Funded PreK,0.928
SU/District,Champlain Valley SD,2020,Did Not Attend Publicly Funded PreK,0.969
SU/District,Colchester SD,2020,,0.796
SU/District,Colchester SD,2020,All Students Surveyed,0.892
SU/District,Colchester SD,2020,Boys,0.846
SU/District,Colchester SD,2020,Girls,0.955
SU/District,Colchester SD,2020,Free and Reduced Lunch Eligible,0.796
SU/District,Colchester SD,2020,Not Free and Reduced Lunch Eligible,0.93
SU/District,Colchester SD,2020,Attended Publicly Funded PreK,0.891
SU/District,Colchester SD,2020,Did Not Attend Publicly Funded PreK,0.896
SU/District,Essex North SU,2020,,1
SU/District,Essex North SU,2020,All Students Surveyed,1
SU/District,Essex North SU,2020,Boys,1
SU/District,Essex North SU,2020,Girls,1
SU/District,Essex North SU,2020,Free and Reduced Lunch Eligible,1
SU/District,Essex North SU,2020,Not Free and Reduced Lunch Eligible,1
SU/District,Essex North SU,2020,Attended Publicly Funded PreK,1
SU/District,Essex North SU,2020,Did Not Attend Publicly Funded PreK,1
SU/District,Essex Westford SD,2020,,0.74
SU/District,Essex Westford SD,2020,All Students Surveyed,0.863
SU/District,Essex Westford SD,2020,Boys,0.847
SU/District,Essex Westford SD,2020,Girls,0.887
SU/District,Essex Westford SD,2020,Free and Reduced Lunch Eligible,0.74
SU/District,Essex Westford SD,2020,Not Free and Reduced Lunch Eligible,0.892
SU/District,Essex Westford SD,2020,Attended Publicly Funded PreK,0.902
SU/District,Essex Westford SD,2020,Did Not Attend Publicly Funded PreK,0.798
SU/District,Franklin Northeast SU,2020,,0.807
SU/District,Franklin Northeast SU,2020,All Students Surveyed,0.87
SU/District,Franklin Northeast SU,2020,Boys,0.83
SU/District,Franklin Northeast SU,2020,Girls,0.902
SU/District,Franklin Northeast SU,2020,Free and Reduced Lunch Eligible,0.807
SU/District,Franklin Northeast SU,2020,Not Free and Reduced Lunch Eligible,0.943
SU/District,Franklin Northeast SU,2020,Attended Publicly Funded PreK,0.868
SU/District,Franklin Northeast SU,2020,Did Not Attend Publicly Funded PreK,0.872
SU/District,Franklin West SU,2020,,0.794
SU/District,Franklin West SU,2020,All Students Surveyed,0.9
SU/District,Franklin West SU,2020,Boys,0.823
SU/District,Franklin West SU,2020,Girls,0.975
SU/District,Franklin West SU,2020,Free and Reduced Lunch Eligible,0.794
SU/District,Franklin West SU,2020,Not Free and Reduced Lunch Eligible,0.929
SU/District,Franklin West SU,2020,Attended Publicly Funded PreK,0.872
SU/District,Franklin West SU,2020,Did Not Attend Publicly Funded PreK,0.939
SU/District,Franklink Northwest,2020,,0.786
SU/District,Franklink Northwest,2020,All Students Surveyed,0.844
SU/District,Franklink Northwest,2020,Boys,0.811
SU/District,Franklink Northwest,2020,Girls,0.883
SU/District,Franklink Northwest,2020,Free and Reduced Lunch Eligible,0.786
SU/District,Franklink Northwest,2020,Not Free and Reduced Lunch Eligible,0.887
SU/District,Franklink Northwest,2020,Attended Publicly Funded PreK,0.819
SU/District,Franklink Northwest,2020,Did Not Attend Publicly Funded PreK,0.869
SU/District,Grand Isle SU,2020,,1
SU/District,Grand Isle SU,2020,All Students Surveyed,0.889
SU/District,Grand Isle SU,2020,Boys,0.923
SU/District,Grand Isle SU,2020,Girls,0.857
SU/District,Grand Isle SU,2020,Free and Reduced Lunch Eligible,1
SU/District,Grand Isle SU,2020,Not Free and Reduced Lunch Eligible,0.786
SU/District,Grand Isle SU,2020,Attended Publicly Funded PreK,0.882
SU/District,Grand Isle SU,2020,Did Not Attend Publicly Funded PreK,0.9
SU/District,Greater Rutland County SU,2020,,0.8
SU/District,Greater Rutland County SU,2020,All Students Surveyed,0.833
SU/District,Greater Rutland County SU,2020,Boys,0.796
SU/District,Greater Rutland County SU,2020,Girls,0.864
SU/District,Greater Rutland County SU,2020,Free and Reduced Lunch Eligible,0.8
SU/District,Greater Rutland County SU,2020,Not Free and Reduced Lunch Eligible,0.853
SU/District,Greater Rutland County SU,2020,Attended Publicly Funded PreK,0.814
SU/District,Greater Rutland County SU,2020,Did Not Attend Publicly Funded PreK,0.853
SU/District,Hartford SD,2020,,0.455
SU/District,Hartford SD,2020,All Students Surveyed,0.874
SU/District,Hartford SD,2020,Boys,0.673
SU/District,Hartford SD,2020,Girls,0.677
SU/District,Hartford SD,2020,Free and Reduced Lunch Eligible,0.455
SU/District,Hartford SD,2020,Not Free and Reduced Lunch Eligible,0.75
SU/District,Hartford SD,2020,Attended Publicly Funded PreK,0.641
SU/District,Hartford SD,2020,Did Not Attend Publicly Funded PreK,0.702
SU/District,Harwood Unified SD,2020,,0.783
SU/District,Harwood Unified SD,2020,All Students Surveyed,0.922
SU/District,Harwood Unified SD,2020,Boys,0.868
SU/District,Harwood Unified SD,2020,Girls,0.968
SU/District,Harwood Unified SD,2020,Free and Reduced Lunch Eligible,0.783
SU/District,Harwood Unified SD,2020,Not Free and Reduced Lunch Eligible,0.957
SU/District,Harwood Unified SD,2020,Attended Publicly Funded PreK,0.938
SU/District,Harwood Unified SD,2020,Did Not Attend Publicly Funded PreK,0.889
SU/District,Kingdom East SD,2020,,0.723
SU/District,Kingdom East SD,2020,All Students Surveyed,0.759
SU/District,Kingdom East SD,2020,Boys,0.689
SU/District,Kingdom East SD,2020,Girls,0.843
SU/District,Kingdom East SD,2020,Free and Reduced Lunch Eligible,0.723
SU/District,Kingdom East SD,2020,Not Free and Reduced Lunch Eligible,0.785
SU/District,Kingdom East SD,2020,Attended Publicly Funded PreK,0.758
SU/District,Kingdom East SD,2020,Did Not Attend Publicly Funded PreK,0.76
SU/District,Lamoille North SU,2020,,0.661
SU/District,Lamoille North SU,2020,All Students Surveyed,0.729
SU/District,Lamoille North SU,2020,Boys,0.65
SU/District,Lamoille North SU,2020,Girls,0.833
SU/District,Lamoille North SU,2020,Free and Reduced Lunch Eligible,0.661
SU/District,Lamoille North SU,2020,Not Free and Reduced Lunch Eligible,0.782
SU/District,Lamoille North SU,2020,Attended Publicly Funded PreK,0.761
SU/District,Lamoille North SU,2020,Did Not Attend Publicly Funded PreK,0.695
SU/District,Lamoille South SU,2020,,0.694
SU/District,Lamoille South SU,2020,All Students Surveyed,0.865
SU/District,Lamoille South SU,2020,Boys,0.831
SU/District,Lamoille South SU,2020,Girls,0.911
SU/District,Lamoille South SU,2020,Free and Reduced Lunch Eligible,0.694
SU/District,Lamoille South SU,2020,Not Free and Reduced Lunch Eligible,0.956
SU/District,Lamoille South SU,2020,Attended Publicly Funded PreK,0.878
SU/District,Lamoille South SU,2020,Did Not Attend Publicly Funded PreK,0.833
SU/District,Maple Run SD,2020,,0.765
SU/District,Maple Run SD,2020,All Students Surveyed,0.822
SU/District,Maple Run SD,2020,Boys,0.735
SU/District,Maple Run SD,2020,Girls,0.897
SU/District,Maple Run SD,2020,Free and Reduced Lunch Eligible,0.765
SU/District,Maple Run SD,2020,Not Free and Reduced Lunch Eligible,0.869
SU/District,Maple Run SD,2020,Attended Publicly Funded PreK,0.809
SU/District,Maple Run SD,2020,Did Not Attend Publicly Funded PreK,0.837
SU/District,Mill River Unified SD,2020,,0.765
SU/District,Mill River Unified SD,2020,All Students Surveyed,0.782
SU/District,Mill River Unified SD,2020,Boys,0.677
SU/District,Mill River Unified SD,2020,Girls,0.917
SU/District,Mill River Unified SD,2020,Free and Reduced Lunch Eligible,0.765
SU/District,Mill River Unified SD,2020,Not Free and Reduced Lunch Eligible,0.79
SU/District,Mill River Unified SD,2020,Attended Publicly Funded PreK,0.769
SU/District,Mill River Unified SD,2020,Did Not Attend Publicly Funded PreK,0.812
SU/District,Milton SD,2020,,0.927
SU/District,Milton SD,2020,All Students Surveyed,0.925
SU/District,Milton SD,2020,Boys,0.877
SU/District,Milton SD,2020,Girls,0.98
SU/District,Milton SD,2020,Free and Reduced Lunch Eligible,0.927
SU/District,Milton SD,2020,Not Free and Reduced Lunch Eligible,0.924
SU/District,Milton SD,2020,Attended Publicly Funded PreK,0.955
SU/District,Milton SD,2020,Did Not Attend Publicly Funded PreK,0.875
SU/District,Missisquoi Valley SD,2020,,0
SU/District,Missisquoi Valley SD,2020,All Students Surveyed,0
SU/District,Missisquoi Valley SD,2020,Boys,0
SU/District,Missisquoi Valley SD,2020,Girls,0
SU/District,Missisquoi Valley SD,2020,Free and Reduced Lunch Eligible,0
SU/District,Missisquoi Valley SD,2020,Not Free and Reduced Lunch Eligible,0
SU/District,Missisquoi Valley SD,2020,Attended Publicly Funded PreK,0
SU/District,Missisquoi Valley SD,2020,Did Not Attend Publicly Funded PreK,0
SU/District,Montpelier Roxbury SD,2020,,1
SU/District,Montpelier Roxbury SD,2020,All Students Surveyed,0.965
SU/District,Montpelier Roxbury SD,2020,Boys,0.939
SU/District,Montpelier Roxbury SD,2020,Girls,1
SU/District,Montpelier Roxbury SD,2020,Free and Reduced Lunch Eligible,1
SU/District,Montpelier Roxbury SD,2020,Not Free and Reduced Lunch Eligible,0.964
SU/District,Montpelier Roxbury SD,2020,Attended Publicly Funded PreK,0.951
SU/District,Montpelier Roxbury SD,2020,Did Not Attend Publicly Funded PreK,1
SU/District,Mt Abraham Unified SD,2020,,0.8
SU/District,Mt Abraham Unified SD,2020,All Students Surveyed,0.935
SU/District,Mt Abraham Unified SD,2020,Boys,1
SU/District,Mt Abraham Unified SD,2020,Girls,0.846
SU/District,Mt Abraham Unified SD,2020,Free and Reduced Lunch Eligible,0.8
SU/District,Mt Abraham Unified SD,2020,Not Free and Reduced Lunch Eligible,1
SU/District,Mt Abraham Unified SD,2020,Attended Publicly Funded PreK,1
SU/District,Mt Abraham Unified SD,2020,Did Not Attend Publicly Funded PreK,0.913
SU/District,Mt Mainsfield Unified SD,2020,,0
SU/District,Mt Mainsfield Unified SD,2020,All Students Surveyed,0
SU/District,Mt Mainsfield Unified SD,2020,Boys,0
SU/District,Mt Mainsfield Unified SD,2020,Girls,0
SU/District,Mt Mainsfield Unified SD,2020,Free and Reduced Lunch Eligible,0
SU/District,Mt Mainsfield Unified SD,2020,Not Free and Reduced Lunch Eligible,0
SU/District,Mt Mainsfield Unified SD,2020,Attended Publicly Funded PreK,0
SU/District,Mt Mainsfield Unified SD,2020,Did Not Attend Publicly Funded PreK,0
SU/District,North Country SU,2020,,0.753
SU/District,North Country SU,2020,All Students Surveyed,0.792
SU/District,North Country SU,2020,Boys,0.779
SU/District,North Country SU,2020,Girls,0.809
SU/District,North Country SU,2020,Free and Reduced Lunch Eligible,0.753
SU/District,North Country SU,2020,Not Free and Reduced Lunch Eligible,0.841
