geo_type,geography,age,category,year,value
Supervisory Union/School District,ESSEX WESTFORD SD,3,Social Emotional,2024,0.95
Supervisory Union/School District,ESSEX WESTFORD SD,4,Literacy,2024,0.95
Supervisory Union/School District,ESSEX WESTFORD SD,4,Math,2024,0.92
Supervisory Union/School District,ESSEX WESTFORD SD,4,Social Emotional,2024,0.92
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Literacy,2024,0.75
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Math,2024,0.88
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Social Emotional,2024,0.91
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Literacy,2024,0.91
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Math,2024,0.89
Supervisory Union/School District,FRANKLIN NORTHEAST SU,4,Social Emotional,2024,0.91
Supervisory Union/School District,FRANKLIN WEST SU,3,Literacy,2024,0.92
Supervisory Union/School District,FRANKLIN WEST SU,3,Math,2024,0.96
Supervisory Union/School District,FRANKLIN WEST SU,3,Social Emotional,2024,0.98
Supervisory Union/School District,FRANKLIN WEST SU,4,Literacy,2024,0.98
Supervisory Union/School District,FRANKLIN WEST SU,4,Math,2024,0.93
Supervisory Union/School District,FRANKLIN WEST SU,4,Social Emotional,2024,0.95
Supervisory Union/School District,GRAND ISLE SU,3,Literacy,2024,0.89
Supervisory Union/School District,GRAND ISLE SU,3,Math,2024,0.95
Supervisory Union/School District,GRAND ISLE SU,3,Social Emotional,2024,0.95
Supervisory Union/School District,GRAND ISLE SU,4,Literacy,2024,0.95
Supervisory Union/School District,GRAND ISLE SU,4,Math,2024,0.93
Supervisory Union/School District,GRAND ISLE SU,4,Social Emotional,2024,0.98
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Literacy,2024,0.97
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Math,2024,0.97
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Social Emotional,2024,0.95
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Literacy,2024,0.95
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Math,2024,0.96
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,4,Social Emotional,2024,0.9
Supervisory Union/School District,HARTFORD SD,3,Literacy,2024,0.95
Supervisory Union/School District,HARTFORD SD,3,Math,2024,0.98
Supervisory Union/School District,HARTFORD SD,3,Social Emotional,2024,0.91
Supervisory Union/School District,HARTFORD SD,4,Literacy,2024,0.91
Supervisory Union/School District,HARTFORD SD,4,Math,2024,0.88
Supervisory Union/School District,HARTFORD SD,4,Social Emotional,2024,0.9
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Literacy,2024,0.92
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Math,2024,0.91
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Social Emotional,2024,0.94
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Literacy,2024,0.94
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Math,2024,0.91
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,4,Social Emotional,2024,0.95
Supervisory Union/School District,KINGDOM EAST SD,3,Literacy,2024,1
Supervisory Union/School District,KINGDOM EAST SD,3,Math,2024,1
Supervisory Union/School District,KINGDOM EAST SD,3,Social Emotional,2024,0.97
Supervisory Union/School District,KINGDOM EAST SD,4,Literacy,2024,0.97
Supervisory Union/School District,KINGDOM EAST SD,4,Math,2024,0.88
Supervisory Union/School District,KINGDOM EAST SD,4,Social Emotional,2024,0.89
Supervisory Union/School District,LAMOILLE NORTH SU,3,Literacy,2024,0.9
Supervisory Union/School District,LAMOILLE NORTH SU,3,Math,2024,0.97
Supervisory Union/School District,LAMOILLE NORTH SU,3,Social Emotional,2024,0.95
Supervisory Union/School District,LAMOILLE NORTH SU,4,Literacy,2024,0.95
Supervisory Union/School District,LAMOILLE NORTH SU,4,Math,2024,0.92
Supervisory Union/School District,LAMOILLE NORTH SU,4,Social Emotional,2024,0.93
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Literacy,2024,0.94
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Math,2024,0.96
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Social Emotional,2024,0.93
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Literacy,2024,0.93
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Math,2024,0.94
Supervisory Union/School District,LAMOILLE SOUTH SU,4,Social Emotional,2024,0.94
Supervisory Union/School District,LINCOLN SD,3,Social Emotional,2024,1
Supervisory Union/School District,LINCOLN SD,4,Literacy,2024,1
Supervisory Union/School District,LINCOLN SD,4,Math,2024,1
Supervisory Union/School District,LINCOLN SD,4,Social Emotional,2024,1
Supervisory Union/School District,MAPLE RUN SD,3,Literacy,2024,0.92
Supervisory Union/School District,MAPLE RUN SD,3,Math,2024,0.97
Supervisory Union/School District,MAPLE RUN SD,3,Social Emotional,2024,0.87
Supervisory Union/School District,MAPLE RUN SD,4,Literacy,2024,0.87
Supervisory Union/School District,MAPLE RUN SD,4,Math,2024,0.81
Supervisory Union/School District,MAPLE RUN SD,4,Social Emotional,2024,0.86
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Literacy,2024,0.94
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Math,2024,0.92
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Social Emotional,2024,0.92
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Literacy,2024,0.92
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Math,2024,0.74
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,4,Social Emotional,2024,0.79
Supervisory Union/School District,MILTON SD,3,Literacy,2024,0.92
Supervisory Union/School District,MILTON SD,3,Math,2024,0.96
Supervisory Union/School District,MILTON SD,3,Social Emotional,2024,0.9
Supervisory Union/School District,MILTON SD,4,Literacy,2024,0.9
Supervisory Union/School District,MILTON SD,4,Math,2024,0.92
Supervisory Union/School District,MILTON SD,4,Social Emotional,2024,0.82
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Literacy,2024,0.94
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Math,2024,0.84
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Social Emotional,2024,0.91
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Literacy,2024,0.91
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Math,2024,0.89
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,4,Social Emotional,2024,0.86
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Literacy,2024,0.89
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Math,2024,0.95
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Social Emotional,2024,0.83
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Literacy,2024,0.83
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Math,2024,0.88
Supervisory Union/School District,MONTPELIER ROXBURY SD,4,Social Emotional,2024,0.85
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Literacy,2024,1
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Math,2024,1
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Social Emotional,2024,0.98
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Literacy,2024,0.98
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Math,2024,0.92
Supervisory Union/School District,MOUNTAIN VIEWS SU,4,Social Emotional,2024,0.89
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Literacy,2024,0.87
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Math,2024,0.88
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Social Emotional,2024,1
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Literacy,2024,1
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Math,2024,0.96
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,4,Social Emotional,2024,0.93
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Literacy,2024,0.92
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Math,2024,0.97
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Social Emotional,2024,0.98
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Literacy,2024,0.98
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Math,2024,0.95
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,4,Social Emotional,2024,0.93
Supervisory Union/School District,NORTH COUNTRY SU,3,Literacy,2024,0.83
Supervisory Union/School District,NORTH COUNTRY SU,3,Math,2024,0.93
Supervisory Union/School District,NORTH COUNTRY SU,3,Social Emotional,2024,0.88
Supervisory Union/School District,NORTH COUNTRY SU,4,Literacy,2024,0.88
Supervisory Union/School District,NORTH COUNTRY SU,4,Math,2024,0.84
Supervisory Union/School District,NORTH COUNTRY SU,4,Social Emotional,2024,0.85
Supervisory Union/School District,ORANGE EAST SU,3,Literacy,2024,0.77
Supervisory Union/School District,ORANGE EAST SU,3,Math,2024,0.8
Supervisory Union/School District,ORANGE EAST SU,3,Social Emotional,2024,0.88
Supervisory Union/School District,ORANGE EAST SU,4,Literacy,2024,0.88
Supervisory Union/School District,ORANGE EAST SU,4,Math,2024,0.81
Supervisory Union/School District,ORANGE EAST SU,4,Social Emotional,2024,0.93
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Literacy,2024,0.74
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Math,2024,0.79
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Social Emotional,2024,0.81
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Literacy,2024,0.81
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Math,2024,0.85
Supervisory Union/School District,ORANGE SOUTHWEST SD,4,Social Emotional,2024,0.85
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Literacy,2024,0.89
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Math,2024,0.85
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Social Emotional,2024,0.98
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Literacy,2024,0.98
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Math,2024,0.84
Supervisory Union/School District,ORLEANS CENTRAL SU,4,Social Emotional,2024,0.91
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Literacy,2024,0.94
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Math,2024,1
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Social Emotional,2024,0.87
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Literacy,2024,0.87
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Math,2024,0.87
Supervisory Union/School District,ORLEANS SOUTHWEST SU,4,Social Emotional,2024,0.97
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Literacy,2024,1
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Math,2024,1
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Social Emotional,2024,0.9
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Literacy,2024,0.9
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Math,2024,0.81
Supervisory Union/School District,RIVENDELL INTERSTATE SD,4,Social Emotional,2024,0.95
Supervisory Union/School District,RUTLAND CITY SD,3,Literacy,2024,0.74
Supervisory Union/School District,RUTLAND CITY SD,3,Math,2024,0.77
Supervisory Union/School District,RUTLAND CITY SD,3,Social Emotional,2024,0.84
Supervisory Union/School District,RUTLAND CITY SD,4,Literacy,2024,0.84
Supervisory Union/School District,RUTLAND CITY SD,4,Math,2024,0.81
Supervisory Union/School District,RUTLAND CITY SD,4,Social Emotional,2024,0.84
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Literacy,2024,0.65
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Math,2024,0.9
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Social Emotional,2024,0.85
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Literacy,2024,0.85
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Math,2024,0.85
Supervisory Union/School District,RUTLAND NORTHEAST SU,4,Social Emotional,2024,0.73
Supervisory Union/School District,SLATE VALLEY UUSD,3,Literacy,2024,0.82
Supervisory Union/School District,SLATE VALLEY UUSD,3,Math,2024,0.94
Supervisory Union/School District,SLATE VALLEY UUSD,3,Social Emotional,2024,0.87
Supervisory Union/School District,SLATE VALLEY UUSD,4,Literacy,2024,0.87
Supervisory Union/School District,SLATE VALLEY UUSD,4,Math,2024,0.87
Supervisory Union/School District,SLATE VALLEY UUSD,4,Social Emotional,2024,0.92
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Literacy,2024,0.9
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Math,2024,0.97
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Social Emotional,2024,0.96
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Literacy,2024,0.96
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Math,2024,0.95
Supervisory Union/School District,SOUTH BURLINGTON SD,4,Social Emotional,2024,0.95
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Literacy,2024,0.82
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Math,2024,0.87
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Social Emotional,2024,0.87
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Literacy,2024,0.87
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Math,2024,0.76
Supervisory Union/School District,SOUTHWEST VERMONT SU,4,Social Emotional,2024,0.8
Supervisory Union/School District,SPRINGFIELD SD,3,Literacy,2024,0.82
Supervisory Union/School District,SPRINGFIELD SD,3,Math,2024,0.86
Supervisory Union/School District,SPRINGFIELD SD,3,Social Emotional,2024,0.87
Supervisory Union/School District,SPRINGFIELD SD,4,Literacy,2024,0.87
Supervisory Union/School District,SPRINGFIELD SD,4,Math,2024,0.87
Supervisory Union/School District,SPRINGFIELD SD,4,Social Emotional,2024,0.87
Supervisory Union/School District,ST JOHNSBURY SD,3,Literacy,2024,0.92
Supervisory Union/School District,ST JOHNSBURY SD,3,Math,2024,0.96
Supervisory Union/School District,ST JOHNSBURY SD,3,Social Emotional,2024,0.92
Supervisory Union/School District,ST JOHNSBURY SD,4,Literacy,2024,0.92
Supervisory Union/School District,ST JOHNSBURY SD,4,Math,2024,0.8
Supervisory Union/School District,ST JOHNSBURY SD,4,Social Emotional,2024,0.82
Supervisory Union/School District,TWO RIVERS SU,3,Literacy,2024,0.8
Supervisory Union/School District,TWO RIVERS SU,3,Math,2024,0.85
Supervisory Union/School District,TWO RIVERS SU,3,Social Emotional,2024,0.93
Supervisory Union/School District,TWO RIVERS SU,4,Literacy,2024,0.93
Supervisory Union/School District,TWO RIVERS SU,4,Math,2024,0.88
Supervisory Union/School District,TWO RIVERS SU,4,Social Emotional,2024,0.86
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Literacy,2024,0.94
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Math,2024,0.97
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Social Emotional,2024,0.89
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Literacy,2024,0.89
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Math,2024,0.93
Supervisory Union/School District,WASHINGTON CENTRAL SD,4,Social Emotional,2024,0.95
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Literacy,2024,0.95
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Math,2024,0.97
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Social Emotional,2024,0.96
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Literacy,2024,0.96
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Math,2024,0.91
Supervisory Union/School District,WHITE RIVER VALLEY SU,4,Social Emotional,2024,0.92
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Literacy,2024,0.88
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Math,2024,0.94
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Social Emotional,2024,0.95
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Literacy,2024,0.95
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Math,2024,0.93
Supervisory Union/School District,WINDHAM CENTRAL SU,4,Social Emotional,2024,0.95
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Literacy,2024,0.9
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Math,2024,0.95
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Social Emotional,2024,0.95
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Literacy,2024,0.95
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Math,2024,0.88
Supervisory Union/School District,WINDHAM NORTHEAST SU,4,Social Emotional,2024,0.91
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Literacy,2024,0.95
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Math,2024,0.96
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Social Emotional,2024,0.95
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Literacy,2024,0.95
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Math,2024,0.93
Supervisory Union/School District,WINDHAM SOUTHEAST SU,4,Social Emotional,2024,0.9
Supervisory Union/School District,WINDHAM SOUTHWEST SU,3,Literacy,2024,0.86
Supervisory Union/School District,WINDHAM SOUTHWEST SU,3,Math,2024,0.9
Supervisory Union/School District,WINDHAM SOUTHWEST SU,3,Social Emotional,2024,1
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Literacy,2024,1
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Math,2024,0.97
Supervisory Union/School District,WINDHAM SOUTHWEST SU,4,Social Emotional,2024,0.97
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Literacy,2024,0.86
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Math,2024,0.92
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Social Emotional,2024,0.92
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Literacy,2024,0.92
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Math,2024,0.76
Supervisory Union/School District,WINDSOR SOUTHEAST SU,4,Social Emotional,2024,0.95
Supervisory Union/School District,WINOOSKI SD,3,Literacy,2024,0.89
Supervisory Union/School District,WINOOSKI SD,3,Math,2024,0.91
Supervisory Union/School District,WINOOSKI SD,3,Social Emotional,2024,0.83
Supervisory Union/School District,WINOOSKI SD,4,Literacy,2024,0.83
Supervisory Union/School District,WINOOSKI SD,4,Math,2024,0.7
Supervisory Union/School District,WINOOSKI SD,4,Social Emotional,2024,0.85
State,Vermont,3,Literacy,2025,0.9113
Supervisory Union/School District,ADDISON CENTRAL SD,3,Literacy,2025,0.9079
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Literacy,2025,0.875
Supervisory Union/School District,BARRE SD,3,Literacy,2025,0.8941
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Literacy,2025,0.9298
Supervisory Union/School District,BURLINGTON SD,3,Literacy,2025,0.8936
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Literacy,2025,0.9667
Supervisory Union/School District,CENTRAL VERMONT SU,3,Literacy,2025,0.9388
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Literacy,2025,0.9522
Supervisory Union/School District,COLCHESTER SD,3,Literacy,2025,0.9191
Supervisory Union/School District,ESSEX WESTFORD SD,3,Literacy,2025,0.9558
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Literacy,2025,0.8413
Supervisory Union/School District,FRANKLIN WEST SU,3,Literacy,2025,0.9655
Supervisory Union/School District,GRAND ISLE SU,3,Literacy,2025,0.9667
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Literacy,2025,0.8824
Supervisory Union/School District,HARTFORD SD,3,Literacy,2025,0.9512
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Literacy,2025,0.9688
Supervisory Union/School District,KINGDOM EAST SD,3,Literacy,2025,0.9545
Supervisory Union/School District,LAMOILLE NORTH SU,3,Literacy,2025,0.9367
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Literacy,2025,0.907
Supervisory Union/School District,MAPLE RUN SD,3,Literacy,2025,0.9082
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Literacy,2025,0.88
Supervisory Union/School District,MILTON SD,3,Literacy,2025,0.9242
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Literacy,2025,0.9524
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Literacy,2025,0.8857
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Literacy,2025,0.9375
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Literacy,2025,0.9722
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Literacy,2025,0.8947
Supervisory Union/School District,NORTH COUNTRY SU,3,Literacy,2025,0.8609
Supervisory Union/School District,ORANGE EAST SU,3,Literacy,2025,0.9649
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Literacy,2025,1
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Literacy,2025,0.875
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Literacy,2025,0.9524
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Literacy,2025,0.9259
Supervisory Union/School District,RUTLAND CITY SD,3,Literacy,2025,0.7073
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Literacy,2025,0.8088
Supervisory Union/School District,SLATE VALLEY UUSD,3,Literacy,2025,0.9565
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Literacy,2025,0.8889
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Literacy,2025,0.8462
Supervisory Union/School District,SPRINGFIELD SD,3,Literacy,2025,0.8364
Supervisory Union/School District,ST JOHNSBURY SD,3,Literacy,2025,0.9706
Supervisory Union/School District,TWO RIVERS SU,3,Literacy,2025,0.9032
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Literacy,2025,0.9437
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Literacy,2025,0.9242
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Literacy,2025,0.8222
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Literacy,2025,0.9211
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Literacy,2025,0.9425
Supervisory Union/School District,WINDHAM SOUTHWEST SU,3,Literacy,2025,0.9091
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Literacy,2025,0.9245
Supervisory Union/School District,WINOOSKI SD,3,Literacy,2025,0.9524
State,Vermont,3,Math,2025,0.9463
Supervisory Union/School District,ADDISON CENTRAL SD,3,Math,2025,0.8947
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Math,2025,0.9375
Supervisory Union/School District,BARRE SD,3,Math,2025,0.9294
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Math,2025,0.9649
Supervisory Union/School District,BURLINGTON SD,3,Math,2025,0.9362
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Math,2025,0.9667
Supervisory Union/School District,CENTRAL VERMONT SU,3,Math,2025,0.9592
Supervisory Union/School District,CHAMPLAIN VALLEY SD,3,Math,2025,0.9809
Supervisory Union/School District,COLCHESTER SD,3,Math,2025,0.9706
Supervisory Union/School District,ESSEX WESTFORD SD,3,Math,2025,0.9613
Supervisory Union/School District,FRANKLIN NORTHEAST SU,3,Math,2025,0.873
Supervisory Union/School District,FRANKLIN WEST SU,3,Math,2025,0.977
Supervisory Union/School District,GRAND ISLE SU,3,Math,2025,0.9667
Supervisory Union/School District,GREATER RUTLAND COUNTY SU,3,Math,2025,0.9412
Supervisory Union/School District,HARTFORD SD,3,Math,2025,1
Supervisory Union/School District,HARWOOD UNIFIED UNION SUPERVISOR,3,Math,2025,0.9792
Supervisory Union/School District,KINGDOM EAST SD,3,Math,2025,1
Supervisory Union/School District,LAMOILLE NORTH SU,3,Math,2025,0.9747
Supervisory Union/School District,LAMOILLE SOUTH SU,3,Math,2025,0.9302
Supervisory Union/School District,MAPLE RUN SD,3,Math,2025,0.9388
Supervisory Union/School District,MILL RIVER UNIFIED UNION SUPERVI,3,Math,2025,0.92
Supervisory Union/School District,MILTON SD,3,Math,2025,0.9394
Supervisory Union/School District,MISSISQUOI VALLEY SCHOOL DISTRIC,3,Math,2025,1
Supervisory Union/School District,MONTPELIER ROXBURY SD,3,Math,2025,0.9714
Supervisory Union/School District,MOUNTAIN VIEWS SU,3,Math,2025,0.9375
Supervisory Union/School District,MT ABRAHAM UNIFIED SCHOOL DISTRI,3,Math,2025,0.9722
Supervisory Union/School District,MT MANSFIELD UNIFIED UNION SCHOO,3,Math,2025,0.9408
Supervisory Union/School District,NORTH COUNTRY SU,3,Math,2025,0.8957
Supervisory Union/School District,ORANGE EAST SU,3,Math,2025,1
Supervisory Union/School District,ORANGE SOUTHWEST SD,3,Math,2025,0.9688
Supervisory Union/School District,ORLEANS CENTRAL SU,3,Math,2025,0.875
Supervisory Union/School District,ORLEANS SOUTHWEST SU,3,Math,2025,1
Supervisory Union/School District,RIVENDELL INTERSTATE SD,3,Math,2025,1
Supervisory Union/School District,RUTLAND CITY SD,3,Math,2025,0.7561
Supervisory Union/School District,RUTLAND NORTHEAST SU,3,Math,2025,0.8824
Supervisory Union/School District,SLATE VALLEY UUSD,3,Math,2025,1
Supervisory Union/School District,SOUTH BURLINGTON SD,3,Math,2025,0.9704
Supervisory Union/School District,SOUTHWEST VERMONT SU,3,Math,2025,0.8923
Supervisory Union/School District,SPRINGFIELD SD,3,Math,2025,0.8909
Supervisory Union/School District,ST JOHNSBURY SD,3,Math,2025,0.9706
Supervisory Union/School District,TWO RIVERS SU,3,Math,2025,0.9355
Supervisory Union/School District,WASHINGTON CENTRAL SD,3,Math,2025,0.9718
Supervisory Union/School District,WHITE RIVER VALLEY SU,3,Math,2025,0.9242
Supervisory Union/School District,WINDHAM CENTRAL SU,3,Math,2025,0.9556
Supervisory Union/School District,WINDHAM NORTHEAST SU,3,Math,2025,0.9211
Supervisory Union/School District,WINDHAM SOUTHEAST SU,3,Math,2025,0.9655
Supervisory Union/School District,WINDHAM SOUTHWEST SU,3,Math,2025,0.9091
Supervisory Union/School District,WINDSOR SOUTHEAST SU,3,Math,2025,0.9623
Supervisory Union/School District,WINOOSKI SD,3,Math,2025,0.9762
State,Vermont,3,Social Emotional,2025,0.9411
Supervisory Union/School District,ADDISON CENTRAL SD,3,Social Emotional,2025,0.8947
Supervisory Union/School District,ADDISON NORTHWEST SD,3,Social Emotional,2025,1
Supervisory Union/School District,BARRE SD,3,Social Emotional,2025,0.9176
Supervisory Union/School District,BENNINGTON RUTLAND SU,3,Social Emotional,2025,0.9825
Supervisory Union/School District,BURLINGTON SD,3,Social Emotional,2025,0.9415
Supervisory Union/School District,CALEDONIA CENTRAL SU,3,Social Emotional,2025,0.9833
